2023-05-10 07:42:18,527 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-05-10 07:42:18,574 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-05-10 07:42:18,574 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2023-05-10 07:42:18,574 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2023-05-10 07:42:18,590 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2023-05-10 07:42:18,590 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2023-05-10 07:42:18,652 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2023-05-10 08:00:04,419 INFO  SwAddin.cs: 271 - Assembly export called for file Assem2222
2023-05-10 08:00:04,427 INFO  SwAddin.cs: 276 - Save is required
2023-05-10 08:00:04,427 INFO  SwAddin.cs: 290 - Saving assembly
2023-05-10 08:00:06,874 INFO  SwAddin.cs: 293 - Opening property manager
2023-05-10 08:00:06,914 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Assem2222
2023-05-10 08:00:06,930 INFO  ExportHelperExtension.cs: 1142 - Found 127 in Assem2222
2023-05-10 08:00:06,930 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in Assem2222
2023-05-10 08:00:06,938 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2023-05-10 08:00:06,938 INFO  ExportHelperExtension.cs: 1167 - 20 components to check
2023-05-10 08:00:06,938 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from piller-7
2023-05-10 08:00:06,938 INFO  ExportHelperExtension.cs: 1142 - Found 27 in piller-7
2023-05-10 08:00:06,938 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in piller-7
2023-05-10 08:00:06,938 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from RaspberryPi-1
2023-05-10 08:00:06,938 INFO  ExportHelperExtension.cs: 1142 - Found 78 in RaspberryPi-1
2023-05-10 08:00:06,938 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in RaspberryPi-1
2023-05-10 08:00:06,938 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from piller-6
2023-05-10 08:00:06,938 INFO  ExportHelperExtension.cs: 1142 - Found 27 in piller-6
2023-05-10 08:00:06,938 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in piller-6
2023-05-10 08:00:06,938 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from piller-5
2023-05-10 08:00:06,938 INFO  ExportHelperExtension.cs: 1142 - Found 27 in piller-5
2023-05-10 08:00:06,946 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in piller-5
2023-05-10 08:00:06,946 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from piller-8
2023-05-10 08:00:06,946 INFO  ExportHelperExtension.cs: 1142 - Found 27 in piller-8
2023-05-10 08:00:06,946 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in piller-8
2023-05-10 08:00:06,946 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Arduino UNO v1-1
2023-05-10 08:00:06,946 INFO  ExportHelperExtension.cs: 1142 - Found 24 in Arduino UNO v1-1
2023-05-10 08:00:06,946 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Arduino UNO v1-1
2023-05-10 08:00:06,946 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from second floor-1
2023-05-10 08:00:06,946 INFO  ExportHelperExtension.cs: 1142 - Found 29 in second floor-1
2023-05-10 08:00:06,946 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in second floor-1
2023-05-10 08:00:06,946 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from L298n H-Bridge-1
2023-05-10 08:00:06,946 INFO  ExportHelperExtension.cs: 1142 - Found 53 in L298n H-Bridge-1
2023-05-10 08:00:06,946 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in L298n H-Bridge-1
2023-05-10 08:00:06,954 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from lipo battery-1
2023-05-10 08:00:06,954 INFO  ExportHelperExtension.cs: 1142 - Found 25 in lipo battery-1
2023-05-10 08:00:06,954 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in lipo battery-1
2023-05-10 08:00:06,954 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base plate-1
2023-05-10 08:00:06,954 INFO  ExportHelperExtension.cs: 1142 - Found 32 in base plate-1
2023-05-10 08:00:06,954 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in base plate-1
2023-05-10 08:00:06,954 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from power bank-1
2023-05-10 08:00:06,954 INFO  ExportHelperExtension.cs: 1142 - Found 25 in power bank-1
2023-05-10 08:00:06,954 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in power bank-1
2023-05-10 08:00:06,954 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from piller-2
2023-05-10 08:00:06,954 INFO  ExportHelperExtension.cs: 1142 - Found 27 in piller-2
